,camptothecin (GDSC2:1003),vinblastine (GDSC2:1004),cisplatin (GDSC2:1005),cytarabine (GDSC2:1006),docetaxel (GDSC2:1007),gefitinib (GDSC2:1010),navitoclax (GDSC2:1011),vorinostat (GDSC2:1012),nilotinib (GDSC2:1013),olaparib (GDSC2:1017),axitinib (GDSC2:1021),AZD7762 (GDSC2:1022),afatinib (GDSC2:1032),PLX4720 (GDSC2:1036),KU-57788 (GDSC2:1038),doramapimod (GDSC2:1042),Wee1 Inhibitor (GDSC2:1046),nutlin-3 (GDSC2:1047),mirin (GDSC2:1048),PD-173074 (GDSC2:1049),ZM 447439 (GDSC2:1050),alisertib (GDSC2:1051),Ro-3306 (GDSC2:1052),MK-2206 (GDSC2:1053),palbociclib (GDSC2:1054),NVP-BEZ235 (GDSC2:1057),GDC-0941 (GDSC2:1058),AZD8055 (GDSC2:1059),PD-0325901 (GDSC2:1060),obatoclax (GDSC2:1068),5-fluorouracil (GDSC2:1073),dasatinib (GDSC2:1079),paclitaxel (GDSC2:1080),crizotinib (GDSC2:1083),WY-090217 (GDSC2:1084),sorafenib (GDSC2:1085),BI-2536 (GDSC2:1086),irinotecan (GDSC2:1088),oxaliplatin (GDSC2:1089),BMS-536924 (GDSC2:1091),PF-4708671 (GDSC2:1129),APR-246 (GDSC2:1131),erlotinib (GDSC2:1168),niraparib (GDSC2:1177),MK-1775 (GDSC2:1179),dinaciclib (GDSC2:1180),gemcitabine (GDSC2:1190),bortezomib (GDSC2:1191),GSK 269962A (GDSC2:1192),SB 505124 (GDSC2:1194),tamoxifen (GDSC2:1199),YK-4-279 (GDSC2:1239),FK-866 (GDSC2:1248),BMS-345541 (GDSC2:1249),AZ960 (GDSC2:1250),talazoparib (GDSC2:1259),trametinib (GDSC2:1372),dabrafenib (GDSC2:1373),temozolomide (GDSC2:1375),ruxolitinib (GDSC2:1507),linsitinib (GDSC2:1510),epirubicin (GDSC2:1511),pevonedistat (GDSC2:1529),AZD8931 (GDSC2:1549),uprosertib (GDSC2:1553),LCL161 (GDSC2:1557),lapatinib (GDSC2:1558),AUY922 (GDSC2:1559),alpelisib (GDSC2:1560),taselisib (GDSC2:1561),CS-1421 (GDSC2:1564),leflunomide (GDSC2:1578),entinostat (GDSC2:1593),OSI-027 (GDSC2:1594),LGK-974 (GDSC2:1598),VE-822 (GDSC2:1613),WZ4003 (GDSC2:1614),AZD5582 (GDSC2:1617),GSK2606414 (GDSC2:1618),PCI-34051 (GDSC2:1621),wnt-c59 (GDSC2:1622),I-BET-762 (GDSC2:1624),Apabetalone (GDSC2:1625),OTX015 (GDSC2:1626),ML323 (GDSC2:1629),GS-9973 (GDSC2:1630),PRT062607 (GDSC2:1631),AGI-6780 (GDSC2:1634),AZD4547 (GDSC2:1786),ibrutinib (GDSC2:1799),Oxyphenisatin acetate (GDSC2:1804),oxaliplatin (GDSC2:1806),carmustine (GDSC2:1807),topotecan (GDSC2:1808),teniposide (GDSC2:1809),mitoxantrone (GDSC2:1810),dactinomycin (GDSC2:1811),fludarabine (GDSC2:1813),nelarabine (GDSC2:1814),fulvestrant (GDSC2:1816),vincristine (GDSC2:1818),docetaxel (GDSC2:1819),Podophyllotoxin bromide (GDSC2:1825),Dihydrorotenone (GDSC2:1827),Elephantin (GDSC2:1835),Sinularin (GDSC2:1838),BI-97C1 (GDSC2:1849),OF-1 (GDSC2:1853),GTPL8020 (GDSC2:1855),BDP-00009066 (GDSC2:1866),buparlisib (GDSC2:1873),BVD-523 (GDSC2:1908),venetoclax (GDSC2:1909),ABT737 (GDSC2:1910),dactinomycin (GDSC2:1911),GSK2110183C (GDSC2:1912),AZD3759 (GDSC2:1915),AZD5363 (GDSC2:1916),AZD6738 (GDSC2:1917),AZD8186 (GDSC2:1918),osimertinib (GDSC2:1919),cediranib (GDSC2:1922),GDC 0068 (GDSC2:1924),GDC 0810 (GDSC2:1925),GNE317 (GDSC2:1926),I-BRD9 (GDSC2:1928),MST-312 (GDSC2:1930),MIRA-1 (GDSC2:1931),NVP-ADW742 (GDSC2:1932),P22077 (GDSC2:1933),savolitinib (GDSC2:1936),UMI-77 (GDSC2:1939),WIKI4 (GDSC2:1940),YM-155 (GDSC2:1941),MIM-1 (GDSC2:1996),WEHI-539 (GDSC2:1997),BPD-00008900 (GDSC2:1998),foretinib (GDSC2:2040),BIBR-1532 (GDSC2:2043),Pyridostatin (GDSC2:2044),AMG-319 (GDSC2:2045),SCH900776 (GDSC2:2046),BVD-523 (GDSC2:2047),vinorelbine (GDSC2:2048),VX-11e (GDSC2:2096),uprosertib (GDSC2:2106),AZ6102 (GDSC2:2109),GSK3203591 (GDSC2:2110),VE 821 (GDSC2:2111),AZD6482 (GDSC2:2169),AT13148 (GDSC2:2170),BMS-754807 (GDSC2:2171),JQ1-(+) (GDSC2:2172)
ACH-002199,,,,,,,,,,,,1.723871109,,,,,,,,,,,,,,,,,,2.145828044,,,,,,,,,,,,,,,,,,,,,,,-7.79041371,,,,,,,,,-0.187078265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.793627882,,,,,,,,,,,,,2.840933852,,,,2.84275714,,,,-6.511636269,,,,,,,,,,,,,,,,,,,-5.832715193,,,,2.060999611,,,,,,,,,,,,,,,
ACH-002201,-6.164918432,-8.368823219,1.683892144,0.168913054,-9.254558783,,-2.622664563,0.571340895,,,,-1.678218701,,,,,1.060667961,,5.405882135,,,-2.689192672,,,,,,,,2.782378768,,,-8.270926376,,,1.957153114,,,1.172852412,2.466357859,,3.905748087,,,-0.907954891,-4.722737132,-5.490620773,-7.172957268,,,,0.575508368,-7.260663607,3.302391547,,0.463869602,,,,,,-2.184987147,,,,,3.311624411,,,,,,2.856101982,,,,,3.186748238,,,,,,,,,,,,,,4.010426359,,-1.881885305,-0.119969056,0.02187771,,,,,-5.85284134,-8.181120454,-2.18163489,,4.266379557,,-0.688328665,,,1.578832863,0.47461367,,,-1.85069523,-9.079990612,,,,1.605001558,,,2.149217713,,,1.38503744,3.127183166,-1.446766888,,2.299345559,,,1.652564038,,,,0.146621001,,-0.441619751,,,,,,-8.086995903,,,1.629755801,,,,,,
ACH-002205,,-6.409597681,2.560788201,,,,3.280293306,,,,,0.941266217,2.956364911,,,,,,,,,,,,,,3.310765218,,,1.832230255,,,,,,,,,,,,,,,2.283500979,-4.942896337,,-6.731184728,,,,3.067932996,-5.235821491,,1.567155967,,,,,,,-0.716547681,,,,3.112817964,,,,,,,,,,,3.071441182,-4.620140453,,,,,,,,,3.26072276,,,,,,,,,,,,,,-3.981072401,-4.543780707,-2.768256648,,4.213989533,,-1.713453893,,,,1.595381826,,,,-7.48298361,,,,,,,2.966205649,,,0.498845749,,,,,,,,,-4.395226382,,,,2.3887551,,,,,,-5.543792354,,3.20356092,,,,,,,
ACH-002206,,,,,,,,2.571583328,,,,1.866470709,3.278038918,,,,,,,,,,,,,,,,,3.047800108,,,,,,,,,,3.152225114,,,,,,,,-7.492489056,,,,,,,,,,,,,,-1.237455558,,,,,,-5.274369816,,,,,1.445057007,,,,3.288922226,3.190176643,,,,,,,,,,,,,,,,,,0.647934422,,,,,,,,,,,2.410309824,,,,,,,1.578975527,-7.932056418,,,,,,,2.937834103,,,,,,,2.820739438,,,,,-3.571062287,,,,0.581483111,,,,,,,,3.065545051,,,,,,,
ACH-002207,,-7.73776997,,,,,,1.192232807,,,,0.097139434,,,,,2.863180644,,,,,,,,,,,,,,,,,,,2.586650176,,,,3.147276498,,,,,,,,-8.595563967,,,3.259763334,,,,,,-8.11580089,-3.392110877,,,,-1.506035684,1.920886604,,,,,-6.428846847,,,-1.959788991,,,,,,,,,,,,,,,,,,,,,,,,,0.336209887,,,,,,,,,,,1.463002064,,,2.335333554,0.802356408,,,,-7.07917836,3.275841479,,,,,,3.203982255,,,1.292208646,,-0.640582675,,2.677167623,,,2.7905629,,-5.009632921,,,,1.94775428,,,,,,,,,3.223600341,,,,,,
ACH-002209,-6.745068058,-9.214030709,2.158289953,-3.896041994,-7.995997753,,-6.036940572,-0.149700026,,,,-1.449852821,0.811036081,,,,1.431573608,,6.229936662,,,-3.411864875,,2.29123242,,,,,,1.755895116,2.058493447,,-7.057546799,,,0.768052332,,-0.20184758,,0.688025108,,3.526774089,,1.769900415,-1.269473059,-4.752853349,,-6.967211077,,,3.149148653,-0.542599299,,,-1.1644452,-0.747669874,,,,,,-3.145867802,-2.851640364,,,,2.089319804,,,,,,-1.046780331,,,,,-2.149617512,2.899340592,,,,,,,,1.993880906,,,,,,,-3.610080033,-1.977443229,-5.372806414,,1.132457476,,,-6.324193186,-7.34053188,-3.50391053,,4.246384776,,-1.922694412,,3.219366738,2.040727274,0.263338706,,-4.034223257,-4.878427032,-7.652015692,,,,1.747801358,,,3.170459293,,,,,-0.285307228,,2.029509372,3.312148807,,2.664027901,,-4.214781214,,1.632597258,,-1.258787725,,,,,,,3.128910546,2.852231474,2.95489556,,,,,,
ACH-002210,,-8.512075211,0.370968782,-1.155221761,-8.833465614,,-0.30425681,0.227935674,,,,-2.481347256,1.547735954,,,,-0.100225774,,6.240761653,,,,,-0.647268756,,-4.858739016,-0.045759306,,,0.834401794,2.796855224,,-7.138315352,,,2.828502475,,,2.14745268,1.771177365,,3.311366651,,2.232102877,-1.749041642,-5.002781496,-7.08234487,-8.741103321,,,2.75656038,-0.233053669,,3.182760737,,-0.100699419,,,,,,-5.704308961,-1.8952087,,,,2.939249927,-5.723260218,,1.502171071,,,1.492741052,,,0.830878148,,2.075585307,,,,,,,,,2.494209221,,,,,3.876327281,,-2.793103598,-2.974782781,-3.401464165,,,,,-7.941099943,-8.302342201,-3.289082396,,3.811516258,,-2.595153055,,,2.486332817,0.152196002,,,0.368590238,,,,2.920602144,0.55148481,3.148412877,,2.8691751,,,-1.703050173,,-0.740962626,3.318000306,2.946741117,3.273984584,,,,,2.717784015,,,1.739175256,,3.172881877,,0.59078507,,-8.228512834,2.954761097,-0.363743931,1.811482931,,,,,,
ACH-002211,,-8.743341123,0.869470628,-5.901656696,-8.272855399,,-3.909202193,0.1560089,,3.200143045,,-2.764297028,1.655053304,,,,-0.382462615,,5.205101956,,,,,,,,1.318158084,,,2.187195541,3.260842749,,-6.797338574,,,2.180992876,,-0.190466604,1.036377312,,,3.508868186,,1.52142182,-2.308741769,-5.816716841,-7.784609829,-8.08545259,,,,1.186172991,,2.916682231,,-3.379634333,,,,,,-4.290117208,-0.840594784,,,,,,,,,3.637812989,0.104251513,,,-1.154357359,,3.177703335,,,,1.728688558,,1.31345779,,,,,,,,2.690021521,,-4.83502826,-3.210059818,-4.301452894,,0.830813062,,,-8.02238574,-7.225382952,-3.435098788,,2.446142187,,-3.25323682,,4.280299359,1.791260576,0.218828855,,-6.853228598,-4.87771553,-7.747029352,3.150493037,,,-0.505679231,,,2.442034248,,,0.04545539,,-1.215053865,3.283826098,2.530702756,,,,,,2.028090543,3.198023455,,0.81425163,,,,0.153953032,,-8.695601647,2.996917599,2.633132234,2.125110239,,0.641336375,,,,
ACH-002213,,-7.419688307,,,-9.198048944,,1.286599669,2.781759056,,,,-0.11367193,2.946684162,,,,,,6.615947403,,,,,,,-3.859546504,-1.196826605,,,0.988374944,,-2.959315812,-6.982403949,,,3.187174835,,,,-2.04659495,,,,,-0.161512971,-3.370765266,-4.467205164,-6.629859601,,,,0.721160627,,,0.935394183,,,,,,,-0.57379028,,,,,2.994629616,-4.925233261,1.739914686,-1.428175439,,,,,,,,3.19826848,,,,,,,,,2.344672259,,,,,,,,,,,,,,-4.97256915,-6.447304444,-2.15074098,,,,-1.505492847,,,1.868717422,-0.035284919,,,,-6.99307262,,,2.285697985,,0.480451959,,2.969044811,,,-1.621059564,,,,0.535142943,,,,,-4.430882583,,,2.428594995,-0.034649816,,,,,,-8.449888342,,1.064370837,2.351008653,,,,1.414327918,,
ACH-002214,-5.637515153,-9.503965836,,,-8.832734116,,,0.275862286,,,,-0.74622825,1.538060921,,,,0.783611115,-0.058113264,5.847747069,,,-2.736773399,,1.066021557,-1.298743575,-5.330826801,0.942782329,,,0.330391265,,,-6.671073795,,-6.445915036,2.527711158,,1.370942994,2.105342616,,,3.966524447,,,-1.359740446,-6.212829786,-5.595835705,-8.260126646,,,,-0.828015602,-7.160520486,2.652304744,-1.50660147,,,,,,,-3.41169976,-3.130163356,,2.939670401,,2.743141755,-6.734635105,,,,5.906866646,0.961954179,,,,2.960350301,2.752482234,3.054492921,,,-1.12256086,,-3.068966001,4.259925706,,1.783841301,2.943439728,,,,4.080001984,,-2.887345342,-3.448321078,-3.568677492,,,,2.181830709,-7.01468842,,-3.455595039,,2.418357619,,-3.831601988,,3.751001067,0.884275883,-0.06979605,,,,-8.106302478,,,3.021260916,2.076050197,,,2.102350292,,,-2.421930788,2.858213607,-0.867213559,,3.306063893,,,3.168369,,,,,,0.790909118,,2.604926132,,0.719725268,-0.420100278,-7.09958578,2.895039528,2.306690344,2.442166677,,3.233727045,,,,
ACH-002216,-3.970984648,-8.491649728,,,,,-1.43753034,-0.983837916,,,,-2.416237647,0.686157007,,,,0.383688099,,4.856558417,,,-5.583180945,,2.812219749,2.951836473,,,,,1.64019954,,,,,,2.559757223,,2.61666672,,2.474225667,,2.873117229,,,-2.225165625,-6.28851075,-2.188938841,-9.90920694,,,,-0.459296486,-8.434230735,2.766811133,-1.20357257,,,,,,,-2.238929217,-1.086794705,,,,2.166593415,,,,,,0.761908997,,,2.317713806,2.743729683,0.778684513,2.078617573,,,,,,,,2.08671575,3.029142671,,,4.854292332,,,-1.119793022,-1.297981004,-1.771097396,,,,,,,-3.315187999,,1.7447864,,-2.546751738,,,1.869124769,0.456089092,,,-1.735195676,-7.182589345,2.279058937,,,2.226115914,,,0.695087598,,,,,-1.145523178,,2.583153424,,,1.849087108,,,,-3.469334649,,-1.86203398,,,,,-1.046382087,-7.985754263,,,2.246558563,,3.277944002,,,,
ACH-002217,,-6.138557638,,,,,2.878477321,0.645413501,,,,-0.051528706,,,,,1.314973394,,,,,,,,,,,,,1.62871532,,,,,,3.160697955,,,,,,,,,0.10010982,,,-8.157464543,,,,,,3.30579536,,,,,,,,-0.673275702,2.366915409,,,,3.178519244,,,,,,2.448792513,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.418178751,,-1.244988382,,4.28697013,,0.418747404,,,,1.440517556,,,,-8.05648235,,,,1.938887761,,,3.121481462,,,,,0.576350208,,2.333697813,,,,,-4.176560947,,,,1.753770696,,,,,,-5.772105786,2.672428876,,,,,,,,
ACH-002218,-7.150317818,-8.507059276,1.113540312,-2.156934975,-8.757714435,,-1.381649435,0.856504092,,3.105009036,,-2.665801176,2.178142803,,,,-0.290462327,1.285746759,6.313703456,,,,,,3.204149188,-4.797581159,,,,-0.251791322,3.959644982,,-8.370585098,,,2.802687346,,0.150262463,2.135882237,2.601838395,,4.673879435,,1.950346402,-1.508273697,-5.755677561,,-7.373848861,,,,0.29389346,,3.073682719,-0.298944124,-1.46161048,,,,,,-6.356851806,-3.228295901,,,,,-5.887186509,,,,,1.40720667,,,,,3.193197535,,,,,,,,2.810892011,2.137500409,,,,,3.227545554,,-2.770947963,-4.87337526,-4.880249435,,,,,-5.336479916,-7.101883024,-3.250400677,,3.960689353,,-2.943745393,,,1.360292559,0.721006642,3.212335745,,2.484673691,,,,2.30402271,0.412861478,,,3.168997393,,,-1.07631585,,-1.052343527,,2.470264392,,,,,,,,,,,,,,,-7.075279277,,,3.242969827,,,,,,
ACH-002219,,-7.614357985,,,,,,-0.147634105,,,,-0.182322082,2.77324814,,,,-0.777969135,,6.624779163,,,,,,2.998557476,-2.307153252,,,,0.604319304,,,,2.956975689,,-0.097054221,,,,-0.693858526,,,,,-1.556383364,-4.848209639,,-7.340796364,,,1.760886243,1.282116432,-9.686932849,3.291020715,,,,,,,,-1.133400367,,,,,1.378801643,-3.933525553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.27100901,-0.487745473,-1.994655511,,,,1.938867631,,,1.506233343,0.184360628,2.549029907,,0.387184369,-7.09578399,0.680268111,,,-0.052937585,,-0.719386233,1.782976674,,1.679362888,1.10390006,,-2.737144817,,-0.425037138,3.290922291,,1.968629791,,1.892311753,1.643808793,,,0.013265651,1.701477809,,,,,,,,2.253989615,,,,,,
ACH-002222,,-9.26777135,1.774861676,-5.993634582,-7.188584282,,2.68633553,0.311542254,0.891803646,,,-2.7937492,-0.094382101,,,,0.970961927,2.821294961,4.990617683,,,-1.344737029,,,2.29033318,,,,,1.811311294,3.854147158,-9.930354374,,-1.586564759,,2.929903618,,,1.127032801,1.336347669,,,,1.708073291,-1.486997885,-6.147279608,-6.49095789,-8.156331079,,,,-0.338064113,,3.084841319,-1.127384056,2.462734332,,,,,,-5.742837872,-0.274913103,0.906516579,,3.244272577,,,,,,,1.417000425,,,,,,,,,,,0.452567083,,,1.039347973,,,1.20824991,,2.23639393,,-3.587497867,-3.723627267,-5.370472242,,0.91299992,1.721569092,,-8.041928234,-7.789913398,-3.889538572,,3.646030607,,-3.330633683,,3.867316504,0.917592232,0.213355373,,,2.517417603,,,,,2.079800864,,,0.145670527,,,,,-0.151054726,,2.881479287,,,3.058466988,,-4.672804854,,,,-0.412412294,,2.425065828,,0.802783381,,-9.765982885,,,1.935670762,,,,,,
ACH-002225,,-4.392912845,,,-7.911247453,,,2.661582998,,,,0.643756346,,,,,2.099268599,,,,,,,,,,,,,,,,-7.255801776,,,,,,,2.989675179,,,,,3.299856669,-6.172357448,,-8.215653615,,,,,-8.157831142,,1.982942854,,,,,,,-0.893033121,2.774602161,,,,,,,,,,,,,,,2.989299371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.732076487,,,,1.462436196,,,,-6.862128435,,,,,,,1.882996367,,,1.453028029,,,,,,,3.231917416,,,,,,1.215479273,,,,,0.640493149,,,,,,,,,,
ACH-002227,,,,,,,2.957265463,,,,,2.370020401,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.159023433,,4.789463063,,,,-6.321064818,,-7.331541795,,,,,-3.355513126,,3.105177696,,,,,,,-0.965239891,,,,,,,,,,,,,,,,3.275259909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.481151103,,,,1.269325406,,,,-6.880806826,,,,,,,1.602456639,,,,,-0.049495229,,,,,1.67253451,,-3.37885309,,,,1.093117962,,,,,,,,,3.182374196,,,,,,
ACH-002232,,-7.068984914,,,-8.961577635,,,0.745567198,,,,-0.99146816,1.389655957,,,,1.485477199,,5.802972466,,,,,,,,,,,1.453240202,,,-6.736463675,,,2.855960435,,,,,,3.919494533,,,-0.868015515,,-5.389964218,-7.787629572,,,,1.506459227,,2.159494572,,,,,,,,-2.251337855,-0.51965792,,,,2.985173625,,,,,,,,,-0.585977684,,,,,,,,,,,,,,,,,,0.217892684,1.161511268,-1.747119206,,,,,-6.699834589,-6.279512563,-1.926714845,,,,-2.552761995,,,2.029543195,0.902351038,,,,-8.512545253,,,,0.941622012,,,3.228399838,,,,,-0.73821248,,2.76550603,3.278408489,,,,,,,,1.853821317,,2.04843503,,,,-8.13250317,,2.830105627,2.251590958,,,,,,
ACH-002233,,-6.639633438,,,,-2.648323129,-0.506958305,0.905605014,,,,0.217064609,-6.277067676,,,,2.035946805,,6.55188148,,,,,,,-2.580795723,0.480983385,-1.927353862,,1.432136119,,,,,,,,,,,,,-1.276664499,,,-5.376041356,,-8.23949555,,,,1.77575388,,,,,,,,,,,,-6.020095378,2.263659212,,0.247475308,,,1.403413424,2.054757772,,,,,,,,,,,,,,,,,,,,-0.26181826,,,,,,,,,,-4.120414692,-3.998777817,,,4.163783312,,2.712377411,,,2.828349048,0.859489636,,,2.385109199,-7.340713751,,-2.270918106,,1.486688626,,-3.040651113,3.077922654,,,-0.51459274,,,,,,,,,-1.440577242,,,,2.24210422,,,,,,-5.285618686,2.158587922,3.221434717,2.658855091,,,,2.877982351,,
ACH-002234,,-8.105013382,,,,0.528350935,2.217441328,2.24235134,,,,0.569738225,0.695672355,,,,,,5.173531501,,,,,1.634989692,,-4.15160157,-0.761324955,,,0.544119802,,-3.515346778,-6.684192491,,,,,,,0.302213259,,,-0.843960534,,-0.473838955,-5.093850465,,,,,,1.207079266,-5.453455745,,-0.424843596,,,,,,,-0.173826731,,0.403609587,,,1.092235152,-6.610714477,0.874375928,-3.36579052,,,,,,,,3.030510462,,,,,,,,,2.31920251,,,,,,,,,,,,,,-3.054214918,-5.086243519,-3.014063624,,,,,,,3.225187783,0.034041626,0.941235346,,,-7.663608675,0.00060437,,0.99564823,,3.120880854,,0.803809892,2.163619017,,,,-0.30378389,,2.190244806,,,,,-6.234699245,,,,0.19991192,,,,,,-7.989755661,,1.877850703,,,,,,,
ACH-002235,-4.787765037,,,,,,2.02497587,2.106690445,,,,1.763318634,-1.723404303,,,,2.085981156,,6.360962761,,,,,,,,3.128484437,,,2.187719879,,,,,,,,2.72937821,,,,4.546611134,,,,-6.333684706,-6.271226539,-8.725158992,,,,,-7.364534576,3.213060178,,,,,,,,-2.191208636,,,1.985796421,,1.03015207,-5.95873631,,,,,,,,,3.26079646,2.45929476,,,,,,,,,1.217371164,,,,-0.716823136,,,-0.345302233,0.273650617,-2.145620407,,,,,-2.163932841,,-1.118769671,,2.959961248,,-2.428484672,,3.185454139,1.993929113,2.004525677,,,,-5.767457726,,,,,,,3.066946132,,,1.500171754,,-1.362834754,,,,,,,-4.716111162,,,,2.912930116,,,,,0.065609397,,2.518341926,,,,,,,,
ACH-002236,,-6.338478447,,,,,2.048047818,1.406606396,,,,-0.340751573,2.021850876,,,,2.216654935,,5.325275854,,,,,,,,,,,2.087585548,,,,,,2.323318844,,,,,,3.450577165,,,-0.204073807,-6.090537807,2.687890543,-8.21971696,,,,,-9.798270423,3.131511386,,,,,,,,-3.679137605,-1.519402803,,,,2.604993745,-5.555806927,,,,,2.811543086,,,,,2.729798164,,,,,,0.340112856,,,,,,,,,,0.757869458,-0.961644689,-1.521868863,,,,,-3.381073732,,,,3.003296312,,-2.886177267,,,1.995980073,1.25382964,,,,-8.537099902,3.160798297,,,,,,2.98815711,,,-0.300636341,,0.136217718,,,,,3.212753378,,-6.504530176,,,,2.965130744,,,,,,,3.246831956,,,,,,,,
ACH-002237,,,,,-6.747862767,,,3.229978772,,,,0.014656696,2.587850653,,,,3.191910345,,,,,,,,,-5.377342349,0.457446682,,,,,-3.041660697,,,,3.278333203,,,,2.450299905,,,,,,-4.750575199,,-7.095101279,,,,1.558441804,,,,,,,,,,,3.144072807,,,,2.113383923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.930890955,1.056344757,,,,-7.159049514,,,,1.871294967,,,2.839472418,,,-1.397776829,,1.78971819,,2.884823399,,,,,-3.731420321,,,,1.63997377,,,,,,,,,3.249198274,,,,,,
ACH-002238,,-7.359672677,,,,,,1.32960428,,,,-1.768195496,1.808924228,,,,0.98682638,,,,,,,2.164110665,,-2.320270626,0.495178821,,,0.357286727,,,,,,2.217073534,,,,1.778974238,,4.778150209,,,-0.820355911,,-5.284628537,-7.48639949,,,2.38172531,,-9.592215627,3.252771384,,,,,,,,-0.254742474,,,,,2.840967903,,,,,6.316481688,,,,,2.539374225,2.48182647,,,,,,,,,,,,,,,,,,,,,,,-5.488187668,,-2.986719469,,2.92349708,,-1.841463156,,4.164065883,,0.097358845,,,,-6.276486502,3.084935992,,,2.056746123,,,0.959987146,,,0.464870532,,-1.587226907,,1.873803095,,,2.890515228,,,,,,1.717396859,,3.17421789,,1.94690423,0.182396779,-5.94321998,,,,,,,,,
ACH-002239,,-8.661878024,,,-7.116232197,,3.298557769,1.153685992,,,,-0.782092731,2.014174086,,,,1.634289346,,5.94252004,,,,,,,,0.972255594,,,,,-2.31569383,,,,2.870951796,,,,0.668369552,,,,,-0.96681155,-4.592216805,-4.384710014,-7.252712659,,,,1.761843347,-10.11126811,,,,,,,,,-2.030336525,,,,,2.835931242,-3.679594579,,1.005648682,,,2.652018006,,,,3.294484825,3.170257129,,,,,,,,,,,,,,,,,0.439291965,,,,,,-5.198871379,-4.889815499,-2.348998938,,,,,,,,0.89034909,,,,-6.82935078,,,,,,,2.162776677,,,0.230321299,,0.186944271,,2.75842129,,,3.261163844,,-3.799381509,,,,1.320519017,,,,,,-8.290137145,1.063503168,,3.127575224,,,,,,
ACH-002240,-6.591375903,-7.907071457,1.531730018,-2.911195137,,,-0.676130373,-0.146021193,,,,-1.766961594,1.734494462,,,,0.781439027,,5.132543833,,,,,,,-4.705716217,,,-2.441938266,1.569728133,,,,,,,,0.226828704,,,,3.465880674,,2.260575887,-0.797956434,-5.795217378,,-8.529743075,,,,1.41605237,,3.091428713,,2.372189332,,,,,,-3.39414711,-1.177207251,,,,3.229412613,-6.379548621,,,,4.731551517,0.5689814,,,,2.003212622,-3.160620679,,,,-0.160593318,,-2.650561311,,,2.454055856,,,,,,,-3.095281859,-2.963665972,-2.906794529,,2.942524281,,,-6.196101941,-6.656817846,-3.81481812,,0.739398035,,-1.266443655,,3.216815534,2.074175549,-0.067772176,,,1.353041375,-8.096593673,,,,1.407948808,,,2.394580414,,,-0.206659004,,0.072056764,,,3.199578971,,,,-3.077243386,,-1.678888885,,3.045950136,,2.760565896,,0.625177099,,-7.906882566,,,3.210921355,,2.966254601,,,,
ACH-002241,-6.843662969,-6.559755788,1.081909544,-5.192546726,,,-1.259597684,1.142623056,,,,-2.124954939,1.814942823,,,,0.543476666,,6.297109574,,,-4.276099717,,0.608608424,0.379150504,-2.20958536,-1.367814958,,,0.026154248,4.940757939,,,,,2.229535042,,1.656160123,0.07960671,-0.140630786,,2.936787335,,1.667686628,-0.849205811,-4.049575937,-7.145311705,-7.106902481,,,,0.986657425,-9.98651346,,-0.980539685,-0.525393334,,,,,,-1.769465715,2.008558994,,2.79028474,,2.711140615,-5.186398806,,-2.348444395,,,2.877862794,,,0.605197425,,,,1.669636934,,,,,,,1.990950565,,,,,1.426319105,,-2.315462065,-1.541231822,-2.915347895,,1.086852201,,,-3.470917052,-5.076019075,-2.729603316,,1.66298161,,-2.712577809,,3.101500636,,-0.292087321,,-1.588388812,-0.529965223,-6.265136222,0.661955981,,,0.335113855,,,2.203462102,,,0.761986599,,-0.576292235,,2.108935238,,,,,0.394711956,,,,-0.295512632,,,,1.058089659,0.622853916,,,1.978274846,2.177201728,,1.03418798,,,,
ACH-002242,,-8.531148702,1.776259504,0.288703808,-8.406233633,,2.818448311,0.916872426,,,,-1.379666959,1.713081136,,,,0.72694855,0.491750543,6.584926501,,,,,,,,,,,2.361290012,3.429533248,,-7.981750216,,,3.20179448,,,,,,,,,-1.619097508,-5.093952063,-6.408517652,-7.325167562,,,,0.661905489,,,,1.182992086,,,4.618641613,,,-4.141260713,-1.862786104,,,,,-4.131649167,,,,,3.075293046,,,,,2.267300697,,,,,,,,,,,,,,,,-3.065806346,-3.834510197,-5.381219273,,3.814339764,,,-6.020311572,-6.882697721,,,,,-0.822280207,,,1.818630831,0.413297331,,,1.48744559,,,,,,,,3.065692169,,,,,0.415111341,,,,,,,,,,,,,,,0.766775737,,-9.08266553,,,1.707125036,,3.270336001,,,,
